#rpkm values of gene expression		
#data file name	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX 
#gene id/sample#	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23
orf	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX
YPL218W	441.663	478.914	452.714	499.141	460.371	446.881	399.689	386.518	490.99	465.455	430.73	486.898	447.978	424.91	423.567	358.337	364.645	364.385	512.884	589.564	485.465	462.487	504.224
YPL219W	6.318	5.357	13.652	9.282	8.418	9.471	6.872	8.051	16.939	27.727	36.928	28.729	23.292	22.221	17.784	16.914	7.65	13.833	11.128	58.912	26.879	8.256	9.509
YPL221W	19.421	29.781	22.073	28.538	19.886	18.974	16.042	14.171	26.498	36.754	20.456	20.898	18.493	17.426	27.884	19.311	24.489	12.24	20.039	18.256	25.369	15.14	17.365
YPL222W	3.482	2.504	6.969	5.721	5.231	4.486	3.036	3.258	21.739	19.439	26.379	21.509	19.109	16.649	12.008	13.433	10.292	3.81	6.021	16.415	18.305	5.589	4.176
YPL223C	1.057	1.21	1.623	3.456	1.945	2.024	0.638	1.282	16.894	9.092	28.436	35.263	29.385	34.771	18.235	26.857	20.316	29.293	16.195	322.439	56.377	0.965	5.665
YPL224C	8.891	23.624	12.919	22.007	12.559	13.372	10.682	8.634	49.631	44.3	45.696	46.118	36.944	36.339	32.244	21.851	29.038	30.418	11.097	17.679	29.83	10.141	6.806
YPL225W	368.347	587.785	393.737	394.749	313.733	432.674	430.18	430.916	762.899	572.702	596.772	688.745	540.614	724.382	671.285	712.289	679.782	537.423	425.259	678.064	1150.636	443.269	507.103
YPL226W	166.897	201.586	137.709	151.536	146.047	152.843	179.31	183.714	34.373	41.573	22.378	20.727	24.666	25.998	62.65	59.32	18.295	7.025	132.023	21.63	31.347	169.932	108.19
YPL227C	34.906	30.473	36.132	33.105	29.59	34.972	27.9	26.842	28.1	33.618	22.806	22.301	20.2	21.065	21.036	24.157	10.712	5.269	38.01	30.498	42.712	34.272	31.05
YPL228W	30.444	23.829	35.16	32.76	33.191	33.779	36.474	35.238	69.699	70.026	63.343	62.789	59.192	63.006	57.249	58.528	32.375	29.448	37.675	140.775	72.993	34.448	30.773
YPL229W	13.145	11.343	27.577	19.708	23.041	15.582	19.435	21.596	69.24	48.137	74.787	56.528	62.307	48.938	58.714	68.229	20.249	26.152	18.978	162.927	42.686	21.1	24.063
YPL230W	0.491	2.949	3.108	4.693	1.918	3.221	1.166	0.892	43.025	46.073	139.924	147.069	95.73	77.738	17.003	20.395	5.854	22.728	2.467	114.043	70.813	0.672	1.233
YPL231W	364.735	617.445	310.288	364.638	357.574	400.084	341.605	267.711	208.471	319.882	124.665	105.138	174.691	182.583	265.879	173.579	125.395	92.077	438.421	167.536	380.225	374.616	242.673
YPL232W	66.657	34.403	75.63	73.513	67.237	63.471	78.259	81.069	183.747	102.12	146.477	154.914	137.256	125.733	138.255	145.084	146.435	94.743	95.664	343.584	176.275	81.772	93.023
YPL233W	12.234	24.132	25.776	25.272	12.21	14.093	16.728	14.47	12.992	23.877	12.953	17.907	13.953	17.193	14.875	12.809	11.384	8.655	13.645	63.324	23.384	12.113	15.953
YPL234C	332.333	321.663	347.017	377.105	267.837	328.546	328.318	282.966	373.177	361.178	390.176	460.606	266.443	280.698	322.515	278.258	242.536	160.4	410.145	404.747	474.101	347.882	402.026
YPL235W	114.3	76.714	77.679	81.872	90.215	77.604	98.545	105.147	110.077	93.1	82.081	82.247	83.349	79.097	94.793	91.957	62.615	32.355	101.897	118.715	102.2	112.472	112.566
YPL236C	4.793	6.434	7.137	11.309	6.364	6.622	4.762	4.643	19.027	15.702	18.611	12.32	12.02	9.169	9.794	8.391	3.439	6.847	4.968	51.291	19.336	6.313	6.228
YPL237W	329.57	361.23	369.728	310.078	307.337	343.502	432.347	433.324	193.347	218.587	162.354	126.423	136.592	153.989	214.722	216.311	113.974	63.813	330.446	252.825	274.302	378.625	333.639
YPL239W	124.821	149.797	111.63	118.287	89.954	117.657	152.14	146.214	68.16	58.851	36.814	35.963	39.741	42.784	75.826	74.264	86.161	41.987	114.868	21.742	50.881	134.252	169.885
YPL241C	14.398	21.412	27.454	19.965	18.387	18.506	17.015	17.533	14.333	17.35	17.02	16.632	15.731	12.862	16.01	15.409	0.365	0	18.702	37.293	20.088	18.576	21.744
YPL242C	9.495	5.05	13.21	11.764	10.372	10.511	7.766	8.677	5.345	8.714	7.165	5.451	7.632	5.571	5.309	5.257	4.808	4.658	10.046	32.162	18.463	7.784	6.601
YPL243W	63.551	61.124	73.053	72.811	59.982	61.32	59.982	65.704	82.498	99.399	75.908	75.629	63.416	56.69	71.711	67.641	37.066	25.247	60.766	86.998	70.601	72.055	54.504
YPL244C	16.603	19.271	18.848	14.677	14.339	14.196	11.288	11.015	12.081	21.451	27.676	17.875	21.728	15.382	14.38	18.15	8.368	8.886	13.882	11.321	11.511	14.936	13.627
YPL245W	21.826	17.129	21.28	16.456	20.856	18.323	17.907	18.849	5.957	12.675	4.117	2.955	5.402	4.253	6.989	6.328	3.832	1.616	19.784	4.117	6.558	22.967	23.694
YPL246C	73.795	63.614	83.892	87.783	77.924	68.647	57.748	50.397	104.988	75.783	85.947	73.773	78.855	55.338	76.525	58.338	34.347	19.281	81.467	65.757	46.88	68.949	46.849
YPL247C	5.14	6.357	10.658	10.607	6.004	7.833	2.954	3.29	45.942	40.22	104.177	109.788	53.623	31.941	14.819	15.437	25.568	44.662	9.166	127.715	39.809	6.935	8.908
YPL248C	0.507	1.354	0.714	0.663	0.674	0.462	0.331	0.556	0.629	1.776	1.364	0.587	0.604	1.103	0.735	0.541	0.56	0.803	0.405	2.045	1.248	0.463	0.509
YPL249C	17.367	19.242	20.188	19.698	17.504	20.345	19.384	16.863	52.031	65.687	64.844	53.322	47.257	54.882	56.172	62.031	41.031	34.129	21.515	85.418	36.871	20.352	21.462
YPL250C	26.864	140.932	125.851	214.379	78.47	60.909	68.664	74.994	144.463	141.453	200.333	190.839	102.731	116.205	111.641	109.318	1057.067	1858.703	50.337	9239.816	593.074	36.61	48.188
YPL252C	75.137	110.482	101.689	99.031	86.579	75.536	91.707	109.904	52.826	62.799	52.481	62.796	48.116	54.152	63.612	76.005	34.024	7.317	81.853	130.502	128.06	72.15	93.202
YPL253C	8.031	9.08	12.18	10.984	9.3	8.358	8.905	8.041	6.078	9.364	9.624	6.81	5.003	8.182	7	6.208	7.422	6.465	9.327	43.491	14.07	10.007	8.752
YPL254W	17.627	23.417	29.598	24.798	19.01	20.312	18.233	16.135	24.253	30.978	24.27	20.013	17.373	20.277	23.274	19.204	15.018	8.971	17.931	40	26.082	21.54	22.137
YPL255W	5.592	9.309	11.083	8.11	5.237	6.672	5.399	5.846	7.567	6.995	6.563	5.511	5.006	4.532	3.782	4.474	3.773	1.932	5.938	10.337	6.506	7.051	7.491
YPL256C	36.51	18.892	36.831	27.802	33.279	27.846	21.903	29.457	6.308	13.099	4.264	3.694	5.443	3.422	4.406	8.226	2.595	2.215	40.045	8.465	21.919	25.783	33.261
YPL257W	4.687	6.13	15.076	10.214	8.484	9.764	5.925	4.638	18.76	18.766	35.617	35.979	17.014	19.897	12.184	12.321	6.507	24.735	8.12	43.217	25.633	3.258	6.876
YPL258C	0.138	0.316	0.212	0.452	0.254	0.151	0.042	0.096	0.726	0.528	1.612	1.249	2.306	1.203	0.622	0.996	0.366	2.189	0.331	2.343	0.34	0	0.37
YPL259C	21.843	33.004	30.592	27.327	24.436	25.605	18.964	19.639	45.463	51.083	49.966	43.566	36.152	26.773	29.887	28.582	28.126	20.52	24.43	63.135	33.36	18.034	34.506
YPL260W	57.057	47.474	64.743	69.515	62.821	77.883	67.369	67.331	229.055	164.086	205.783	219.059	175.903	180.773	186.805	176.455	139.813	122.156	76.649	189.095	138.163	67.369	70.013
YPL262W	124.463	119.244	87.466	113.39	105.474	103.369	95.344	98.28	156.269	150.982	138.142	133.531	142.856	127.738	147.766	112.2	141.206	104.159	130.869	143.239	212.398	97.65	105.309
YPL263C	51.177	74.56	49.206	40.394	46.909	45.326	51.688	54.32	13.803	21.266	9.873	8.538	11.691	11.847	19.263	22.213	13.519	7.525	41.508	12.907	15.786	41.038	52.951
YPL264C	2.423	1.536	5.15	2.632	3.84	3.058	2.496	2.711	7.343	8.975	9.223	11.344	8.88	6.93	4.293	4.652	7.706	9.206	4.175	24.36	16.329	1.632	2.846
YPL265W	108.775	88.399	110.162	113.21	88.682	107.915	56.79	39.091	83.553	137.602	105.325	115.651	95.072	114.384	121.261	73.112	291.233	142.999	125.654	1133.501	1112.165	93.662	53.319
YPL266W	98.366	96.54	83.248	76.648	84.506	82.374	103.837	109.207	24.619	26.386	10.804	13.258	10.765	14.193	41.869	37.863	9.316	0.795	75.231	28.56	12.975	102.619	105.596
YPL267W	22.258	13.009	43.935	35.032	29.619	29.303	26.453	23.479	39.453	38.011	41.126	32.438	31.592	31.998	33.486	34.266	10.759	11.569	33.035	112.996	28.973	27.409	32.355
YPL268W	2.957	4.905	3.882	2.69	2.733	2.766	3.31	3.295	4.353	7.699	7.147	5.956	2.587	3.215	4.577	4.081	5.907	4.75	2.872	11.619	5.696	2.816	2.871
YPL269W	1.602	3.757	3.6	2.376	1.653	2.052	1.061	1.99	2.207	4.481	1.892	2.933	2.421	2.741	1.407	2.533	1.709	1.856	1.515	11.068	5.098	0.856	3.534
YPL270W	11.28	14.185	16.425	13.04	10.567	12.179	10.282	8.115	28.146	33.861	33.595	29.469	23.99	17.528	22.393	17.818	12.832	5.519	14.044	12.187	17.158	10.955	9.209
YPL271W	206.68	88.534	265.348	357.176	296.438	196.976	195.452	231.078	588.414	388.042	470.306	587.915	635.417	412.636	536.589	429.385	233.866	352.116	365.681	596.832	263.763	401.432	338.396
YPL272C	0.937	47.418	5.793	15.381	4.264	5.583	7.634	7.123	18.073	42.98	4.245	5.758	3.173	13.433	49.267	1.539	20.59	7.965	0.071	4.656	1.699	1.62	3.072
YPL274W	43.657	46.169	36.92	31.445	34.802	34.364	22.234	18.852	44.207	48.675	43.702	39.8	35.423	33.457	46.734	23.587	9.081	5.322	144.276	596.189	30.549	37.043	26.932
YPR001W	0.448	1.086	2.063	1.137	0.485	1.21	0.763	0.657	2.215	1.208	4.252	6.151	4.77	4.469	2.371	4.933	5.028	4.755	1.816	23.723	16.081	0.288	0.424
YPR002W	5.733	1.358	5.463	6.495	4	5.19	1.61	1.643	5.128	5.95	5.45	3.4	4.828	2.821	4.67	4.33	13.755	4.93	13.273	49.169	84.542	2.435	4.668
YPR003C	6.426	3.185	8.162	5.392	6.763	5.815	4.017	4.302	7.831	11.394	21.739	18.368	15.783	10.912	7.601	9.382	6.98	8.182	6.612	45.462	32.284	4.534	3.794
YPR004C	73.171	60.044	92.023	98.385	69.414	75.502	70.392	73.478	117.056	131.037	115.115	109.046	92.278	98.82	111.471	98.59	64.343	28.417	84.377	192.711	197.268	53.748	75.364
YPR005C	1.096	1.255	4.628	2.867	1.68	1.799	1.24	0.57	8.399	9.427	13.515	15.807	10.229	5.513	5.837	7.456	5.448	7.811	3.411	15.921	8.544	1	1.652
YPR006C	4.493	7.865	12.782	8.381	9.399	9.034	7.336	7.461	11.976	20.203	26.303	23.692	22.039	21.193	18.314	20.46	11.034	15.483	5.188	19.193	18.323	5.788	7.081
YPR007C	0.037	0.507	0.255	0.362	0.136	0.242	0.067	0.192	0.145	1.27	0.893	1.462	0.528	0.722	0.698	0.709	0.293	1.227	0.053	1.34	0.182	0.202	0.074
YPR008W	13.891	13.149	22.546	19.061	16.68	15.47	16.938	16.404	34.022	35.418	47.227	36.904	32.191	32.112	29.813	30.743	21.115	27.971	16.551	115.696	43.037	16.219	13.793
YPR009W	9.636	14.628	16.585	13.131	11.195	10.318	6.977	7.272	17.585	21.516	30.011	21.568	15.949	10.422	17.709	10.713	20.164	13.49	5.827	21.361	19.473	7.774	12.637
YPR010C	161.611	133.354	114.926	117.108	127.408	113.436	129.52	147.289	9.869	21.072	5.822	2.682	5.303	4.196	19.313	24.409	6.495	4.462	117.919	7.711	13.972	128.448	109.718
YPR010C-A	75.569	34.42	79.022	63.523	58.865	74.643	51.996	71.309	104.823	50.84	146.223	158.34	123.087	147.14	142.256	162.423	118.035	100.725	157.257	321.979	248.623	109.762	87.546
YPR011C	7.855	3.354	11.435	13.411	8.535	7.078	8.178	6.597	17.32	27.067	22.332	19.854	14.933	13.939	13.845	13.58	7.444	5.026	11.807	12.413	21.036	6.685	11.777
YPR013C	3.653	8.073	6.188	9.388	5.715	5.511	4.94	3.577	12.904	25.034	18.069	18.556	18.806	15.202	19.043	9.978	8.347	11.168	4.703	35.978	7.854	5.517	1.856
YPR015C	1.225	3.824	2.821	3.276	1.844	3.471	1.713	2.43	19.744	24.898	33.546	35.75	19.632	18.161	19.641	12.162	3.542	14.81	0.8	1.617	4.385	0.61	1.79
YPR016C	286.573	175.992	222.87	221.128	178.437	186.813	217.716	246.318	146.597	163.038	109.143	108.726	85.694	67.828	131.701	114.536	88.04	27.229	226.487	106.928	146.072	224.612	311.919
YPR017C	28.189	47.467	37.805	47.027	23.443	27.288	40.079	34.788	51.066	47.058	40.67	47.281	34.994	36.99	50.929	50.294	20.611	11.286	26.989	56.469	49.974	31.929	25.174
YPR018W	11.855	18.886	17.944	14.221	11.957	14.63	14.181	12.773	16.911	27.234	20.062	13.204	15.388	17.533	20.137	24.156	8.615	7.917	14.722	31.47	16.922	10.722	10.55
YPR019W	23.183	23.512	27.198	24.311	23.092	25.125	20.275	19.277	31.861	42.149	30.197	23.459	24.66	20.041	23.741	22.776	17.728	9.833	25.691	35.463	30.963	24.556	27.199
YPR020W	90.654	31.772	91.23	88.478	72.34	78.28	105.475	106.363	109	86.207	129.89	150.101	103.338	112.713	139.741	170.058	58.634	54.941	166.532	270.882	164.404	123.482	97.617
YPR021C	4.508	4.719	7.216	5.337	4.854	4.555	3.533	4.056	7.653	11.976	10.72	9.34	8.644	7.262	6.233	7.654	2.295	2.742	5.882	19.362	11.365	3.762	5.634
YPR022C	8.231	8.799	12.554	10.862	10.267	9.585	10.045	10.493	10.754	14.941	14.838	12.813	10.659	12.185	12.684	13.476	6.649	5.467	9.981	13.563	9.515	12.366	10.256
YPR023C	33.101	58.33	45.244	39.806	31.13	37.02	36.973	33.013	68.555	108.175	97.666	75.155	55.148	53.297	58.817	62.88	36.607	18.787	41.439	44.26	47.876	34.788	44.56
YPR024W	38.75	43.183	51.916	50.385	40.485	43.408	38.115	34.755	119.273	116.975	138.37	131.718	106.145	90.391	88.466	109.916	77.93	58.149	40.544	96.915	75.409	37.906	39.52
YPR025C	14.648	18.661	21.216	21.06	15.849	16.42	16.677	18.594	33.601	40.278	44.033	37.167	25.896	26.267	29.584	29.989	20.554	16.056	16.372	112.143	20.065	19.594	17.846
YPR026W	1.846	0.975	4.764	4.018	2.537	3.427	1.175	1.475	22.029	23.603	40.476	38.685	31.407	29.835	18.926	20.008	11.934	24.661	5.039	34.757	26.655	1.221	1.915
YPR027C	0.342	0	0	0.383	0.18	0	0.088	0.102	0.385	0.56	0	1.222	0.466	0	0.088	0.352	0	0	0.14	1.419	0.481	0	0
YPR028W	449.376	176.168	460.531	407.393	399.498	448.627	387.072	380.599	772.078	498.047	775.874	940.746	666.74	617.83	596.562	600.743	1143.394	1100.831	704.829	730.342	1071.935	496.348	443.142
YPR029C	24.737	34.077	36.485	37.055	29.913	28.789	21.753	21.308	51.079	58.098	56.122	52.409	43.799	40.855	42.45	35.411	22.344	20.731	23.87	51.881	39.068	22.748	26.85
YPR030W	0.296	0.603	0.556	0.732	0.525	0.648	0.238	0.388	2.826	3.147	6.497	7.827	5.44	4.333	2.964	3.505	1.484	3.859	0.347	4.465	2.486	0.601	0.529
YPR031W	4.793	4.817	5.307	6.355	4.915	4.603	5.321	5.379	4.957	8.617	6.379	4.178	4.058	3.377	5.651	5.532	2.39	2.221	5.229	3.881	6.166	4.572	6.041
YPR032W	12.219	11.319	12.433	14.103	13.534	11.797	12.022	12.51	22.245	21.502	21.589	25.348	23.505	19.285	20.552	19.038	13.677	11.347	11.802	22.725	21.578	9.416	11.472
YPR033C	251.533	210.921	205.978	219.977	215.378	215.997	238.149	233.601	131.962	154.211	85.493	78.969	83.264	79.996	129.03	105.061	46.996	20.778	244.816	65.222	108.468	221.91	244.347
YPR034W	34.808	32.487	33.178	39.646	33.226	33.074	29.583	30.052	51.754	49.62	48.873	41.129	39.447	29.371	37.299	37.615	23.297	12.257	36.518	64.022	32.681	36.494	42.129
YPR035W	799.397	255.228	388.82	382.678	461.246	440.778	460.313	467.83	566.805	688.344	518.691	546.045	395.675	299.956	1222.547	1132.68	1112.349	321.804	711.695	1505.233	1297.552	499.579	605.142
YPR036W	269.234	204.06	275.45	299.095	257.614	258.194	250.504	258.209	395.282	344.717	315.232	307.383	283.689	262.52	311.094	245.915	183.827	98.853	361.437	346.268	347.594	294.824	295.748
YPR036W-A	697.138	2599.666	1954.765	2511.551	1080.687	1229.742	826.949	768.071	1010.715	1043.662	2463.063	2853.407	1945.087	1447.348	1254.723	1604.716	5847.784	4464.276	1338.902	15162.281	5452.936	924.897	846.598
YPR037C	25.998	61.182	26.571	33.804	24.986	21.087	29.083	28.683	48.917	51.078	70.713	60.591	45.236	42.876	53.889	49.784	12.775	7.631	25.801	14.849	25.523	18.391	28.175
YPR040W	19.387	27.895	26.362	22.453	19.563	21.205	21.324	24.557	58.201	56.738	54.43	55.581	47.86	43.121	54.167	50.525	30.539	12.98	19.941	62.749	39.99	23.856	19.293
YPR041W	348.305	268.259	287.603	276.031	305.835	311.086	391.362	432.423	204.468	200.421	197.376	193.626	186.134	175.436	273.959	312.409	108.388	35.343	316.071	98.75	156.611	353.629	355.099
YPR042C	12.644	12.438	21.066	23.023	18.556	19.635	14.442	13.412	62.21	52.444	87.134	83.591	63.523	53.319	41.284	44.411	19.324	30.6	18.373	61.267	25.279	16.944	14.834
YPR043W	2318.133	2561.904	2990.526	2728.86	2342.084	2095.738	2655.124	2843.382	561.391	835.637	413.635	412.875	532.911	572.543	541.914	829.942	264.537	263.162	2523.873	236.882	900.996	2646.215	2923.654
YPR045C	24.578	25.88	37.985	28.924	27.83	27.42	24.717	22.417	81.922	71.707	112.532	96.212	71.958	60.305	46.89	59.391	36.916	33.726	31.298	151.113	63.584	28.706	29.303
YPR046W	12.944	17.667	24.439	13.246	15.676	14.509	11.061	11.695	26.187	21.202	28.977	31.844	16.089	13.374	16.93	18.719	14.704	9.165	18.012	36.197	21.37	14.085	18.094
YPR047W	4.626	6.767	9.203	9.019	6.545	8.712	5.599	7.053	32.139	35.151	43.879	47.36	30.649	31.962	23.056	24.901	21.112	14.301	6.29	27.43	27.486	5.095	8.47
YPR048W	19.345	22.789	20.504	21.194	19.728	19.123	19.084	23.759	23.707	21.578	23.621	17.548	15.523	12.277	19.63	23.266	5.793	1.922	17.379	12.931	11.654	22.821	21.713
YPR049C	4.549	6.734	6.871	6.507	4.644	5.101	4.816	4.553	11.181	16.269	14.423	13.441	8.898	10.175	12.167	11.094	7.383	5.154	5.364	16.818	8.884	2.627	4.486
YPR051W	39.434	34.279	58.242	46.668	37.952	44.224	39.758	48.236	29.284	47.696	49.23	40.236	34.884	37.991	40.578	43.734	27.785	25.291	59.262	56.789	67.161	41.903	53.495
YPR052C	294.341	386.94	350.256	377.148	361.679	379.476	520.332	633.782	309.476	250.75	274.498	242.319	276.931	296.892	345.372	390.627	410.453	168.446	392.164	420.618	538.238	437.91	413.303
YPR054W	0	0	0	0	0	0	0	0	0	0	0.181	0	0	0	0.06	0.081	0	0	0	0	0.165	0	0
YPR055W	12.836	9.856	13.06	14.029	12.391	11.887	8.946	8.539	23.076	25.879	24.345	20.509	17.868	14.572	16.665	14.475	14.91	13.964	11.835	42.361	20.909	11.026	10.466
YPR056W	18.652	31.149	23.232	18.713	15.536	16.936	17.766	16.414	30.403	34.972	33.446	21.357	25.339	21.937	24.913	19.241	9.328	4.829	19.767	43.728	25.985	22.264	19.957
YPR057W	9.022	18.614	12.484	11.392	10.684	9.657	7.921	9.576	12.511	19.092	21.872	16.952	10.332	9.094	10.942	12.827	8.929	7.725	11.456	65.236	16.583	8.904	11.049
YPR058W	43.211	25.699	39.683	48.308	40.823	36.125	48.523	48.29	36.807	35.925	40.264	28.666	26.125	24.272	40.178	33.739	11.419	6.201	48.621	72.68	50.766	43.359	48.792
YPR060C	77.431	106.42	88.603	68.337	65.269	60.67	58.233	66.519	60.921	63.724	50.307	46.788	43.795	31.723	43.761	45.152	49.291	40.612	62.164	77.61	55.503	78.405	87.836
YPR061C	2.58	3.666	7.171	5.235	2.946	3.357	2.658	3.236	10.517	13.773	27.761	20.032	11.023	8.561	5.925	9.29	6.014	8.03	3.833	56.858	14.891	1.948	2.861
YPR062W	284.096	370.984	294.811	255.199	232.338	244.989	275.47	286.594	166.891	182.123	222.054	203.032	157.257	169.387	196.175	200.907	180.755	118.364	305.153	197.532	323.511	272.848	305.022
YPR063C	229.971	116.027	238.209	238.234	259.341	246.094	236.692	228.225	401.164	262.613	248.94	299.388	309.949	302.191	318.962	277.363	161.222	149.808	282.555	448.512	270.3	308.332	285.186
YPR065W	27.204	39.613	72.651	50.145	52.137	54.914	41.639	34.778	146.193	82.473	141.364	102.734	113.336	107.434	98.822	98.635	74.466	53.784	49.604	398.719	64.677	66.67	52.518
YPR066W	4.213	3.078	7.225	7.385	5.277	6.324	2.921	4.191	8.124	22.613	19.048	17.94	10.892	9.503	7.18	6.67	5.702	2.981	5.536	7.811	8.825	3.435	8.106
YPR067W	11.822	13.978	25.962	24.569	16.993	16.955	13.605	14.48	71.361	62.838	104.026	95.313	57.075	52.605	35.65	54.875	22.411	26.031	18.665	73.908	34.684	12.858	22.024
YPR068C	3.332	6.751	3.773	5.999	4.22	3.674	2.669	2.894	6.026	12.838	9.843	8.312	7.417	4.632	6.39	6.424	6.732	3.632	3.216	9.519	6.318	2.093	2.854
YPR069C	432.069	449.645	402.307	428.448	506.067	459.043	352.593	323.499	341.704	232.909	162.304	156.19	221.103	190.991	212.341	168.068	245.017	226.944	385.761	187.129	276.943	498.544	661.542
YPR070W	9.877	13.227	14.648	12.212	12.524	11.685	10.217	10.984	19.179	23.626	20.843	15.688	15.047	15.341	13.463	14.784	7.836	7.021	10.679	28.299	18.191	11.526	13.141
YPR071W	5.82	4.594	12.632	9.71	11.075	6.146	6.297	7.924	9.841	16.875	23.392	17.014	12.75	11.128	8.91	8.029	4.788	9.533	8.262	18.46	8.891	5.86	7.797
YPR072W	59.119	41.376	76.783	65.842	65.832	67.562	69.951	67.218	106.743	115.057	112.834	90.568	93.575	85.188	98.495	91.779	53.495	44.973	67.013	176.001	104.921	88.294	68.637
YPR073C	124.848	65.067	137.337	163.979	149.002	129.849	127.629	129.338	267.193	204.505	242.362	244.775	224.41	208.766	227.045	182.398	206.826	161.492	155.556	237.447	182.448	134.26	167.248
YPR074C	768.217	461.293	485.581	510.436	642.941	570.179	520.631	515.81	240.828	260.48	110.095	97.332	153.617	130.862	232.003	163.547	150.56	48.562	642.656	151.164	222.923	640.743	701.968
YPR075C	29.765	67.132	44.185	43.07	28.315	28.128	35.92	34.415	69.851	89.087	95.758	87.752	60.832	64.844	71.429	72.149	39.157	26.336	35.937	45.56	51.353	33.55	24.921
YPR078C	0.106	0.483	0.486	0.276	0.388	0	0.255	0.219	0.185	0.807	3.029	2.641	2.18	1.607	0.76	3.632	1.679	3.677	0.404	1.022	0.693	0	0
YPR079W	13.061	19.774	19.893	21.784	17.151	16.31	14.334	12.182	84.373	57.78	61.039	51.167	50.145	57.249	47.631	33.737	38.98	44.94	17.034	59.246	44.21	14.263	11.71
YPR081C	4.612	7.568	6.11	7.445	5.03	4.487	3.436	3.393	22.73	21.294	29.751	25.526	20.323	16.908	15.096	17.635	16.715	15.316	6.624	36.16	24.612	4.469	6.561
YPR082C	20.304	4.45	33.328	40.248	19.469	22.326	19.16	21.097	19.292	28.483	34.86	32.421	15.438	22.546	20.994	25.925	23.188	18.468	25.438	32.94	25.519	27.199	23.004
YPR083W	3.914	5.105	3.927	4.974	3.539	3.587	3.641	3.771	4.307	7.521	6.704	3.464	3.334	4.422	3.778	4.041	4.173	2.077	4.584	24.451	7.641	4.788	4.393
YPR084W	4.598	8.912	10.005	8.189	7.161	6.202	5.158	4.866	15.785	17.468	16.087	15.409	13.308	10.398	10.764	9.887	5.608	7.236	6.483	11.472	5.694	4.942	7.596
YPR085C	3.085	3.997	4.826	4.11	4.818	2.961	2.424	2.601	6.116	11.68	12.525	5.946	4.576	4.652	4.453	7.056	3.24	3.594	3.344	10.145	4.011	3.505	5.146
YPR086W	51.377	55.127	58.981	54.134	48.8	50.801	61.586	51.874	65.47	102.127	85.752	67.896	57.376	52.743	70.315	64.232	33.741	15.979	53.473	22.763	33.494	65.295	55.459
YPR088C	105.503	114.565	109.845	115.31	99.498	105.706	120.968	116.703	119.433	136.867	107.569	90.62	88.001	106.917	130.552	119.743	51.008	39.287	117.166	73.371	99.124	128.897	126.443
YPR089W	17.796	23.981	23.289	21.151	21.275	19.8	17.548	18.549	37.132	39.56	36.895	32.497	27.754	24.603	28.409	26.421	13.329	10.616	20.582	42.4	24.891	20.648	20.377
YPR091C	16.77	19.806	23.059	22.119	17.883	22.702	18.155	16.735	56.862	51.091	55.697	50.261	45.396	52.11	40.389	36.482	26.412	24.32	16.754	45.417	49.609	15.257	15.367
YPR093C	4.955	8.989	6.244	7.335	6.364	3.068	4.993	6.218	25.051	40.203	34.705	32.161	23.612	18.908	15.398	16.833	15.613	11.991	6.445	30.553	15.418	5.631	11.461
YPR094W	28.013	28.581	58.981	51.491	37.101	44.121	52.158	49.898	87.461	60.57	114.529	98.776	67.121	69.443	84.127	94.524	63.644	85.159	47.818	81.37	48.066	28.044	43.102
YPR095C	4.075	10.589	5.396	6.128	4.347	5.388	4.84	4.12	7.549	13.433	9.265	7.431	6.775	7.577	7.569	6.562	3.901	2.378	4.746	7.417	7.393	4.495	3.742
YPR096C	1.766	0	0	0	1.3	1.159	0.32	1.101	1.392	12.152	4.751	8.101	15.149	19.589	2.543	5.936	1.405	11.746	0.507	2.565	2.608	0	0.71
YPR097W	20.926	24.608	22.058	25.185	20.831	21.104	19.813	20.025	36.475	41.614	33.425	33.28	28.019	30.794	33.798	33.689	13.882	10.038	17.814	26.522	28.042	19.241	18.97
