#rpkm values of gene expression		
#data file name	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX 
#gene id/sample#	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23
orf	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX
YPL071C	8.988	11.947	12.464	20.852	12.8	17.125	15.221	14.461	25.642	38.787	30.675	26.192	30.855	39.721	31.833	28.535	18.445	22.954	10.271	32.285	11.894	7.408	18.644
YPL072W	3.099	3.166	5.426	4.622	4.805	4.034	3.894	3.885	11.975	10.278	10.609	11.96	7.81	8.02	7.652	8.361	1.426	1.946	3.237	7.068	5.043	2.804	4.632
YPL074W	7.635	11.828	13.044	11.759	9.627	9.293	9.624	9.362	12.268	12.534	17.374	15.053	13.889	11.561	11.447	14.272	7.902	6.923	9.514	44.259	13.533	9.793	7.255
YPL075W	5.34	8.592	11.244	8.14	6.399	7.66	5.22	5.105	10.501	15.396	8.619	8.207	8.652	7.565	7.799	7.069	6.188	7.682	5.873	15.734	7.586	5.68	7.726
YPL076W	6.949	4.64	10.224	10.98	7.812	6.968	5.853	5.716	10.395	6.64	11.163	12.676	9.658	5.982	7.817	5.908	3.07	2.292	5.683	14.018	12.115	6.341	12.219
YPL077C	6.101	5.533	11.133	7.902	7.834	8.31	6.043	8.133	13.758	13.859	19.506	15.118	15.632	14.643	12.327	15.335	10.069	8.748	8.266	64.364	18.132	5.672	10.64
YPL078C	137.442	141.924	171.909	172.998	151.235	165.276	140.242	139.172	307.781	231.792	306.498	340.903	274.978	282.54	271.253	249.13	158.502	135.181	206.958	296.057	346.336	170.646	165.206
YPL082C	14.41	16.553	13.772	11.781	11.552	11.565	10.602	12.022	9.874	13.52	10.373	9.235	8.04	6.524	8.935	9.132	5.388	3.651	11.115	15.422	13.725	11.199	10.865
YPL083C	10.532	12.463	15.198	14.562	12.544	10.196	9.756	10.8	15.168	19.233	17.307	14.789	13.626	13.454	13.56	13.003	10.495	6.269	8.925	16.773	17.732	13.549	8.178
YPL084W	23.517	16.584	29.435	26.745	24.379	28.363	20.499	21.513	64.249	61.966	71.928	71.649	55.15	50.289	48.395	44.219	35.245	36.372	24.363	123.187	66.76	26.12	20.18
YPL085W	40.753	40.154	42.687	41.148	42.108	44.43	45.609	41.334	31.633	40.556	28.333	22.789	28.203	30.681	43.458	37.225	19.424	11.183	39.511	22.153	26.905	45.808	37.736
YPL086C	60.118	36.294	49.733	44.86	47.603	43.43	54.021	57.992	12.566	18.284	9.926	9.308	11.723	10.254	26.979	24.115	5.616	0.866	54.964	6.286	18.278	52.88	57.952
YPL087W	25.192	22.49	36.742	39.2	32.747	29.208	16.949	16.753	175.694	119.876	158.559	205.341	139.643	111.342	109.121	87.078	111.512	99.717	34.13	153.059	112.226	20.228	21.767
YPL088W	3.474	4.241	5.155	5.451	4.26	3.293	2.725	4.01	6.387	10.621	13.496	13.035	9.931	6.169	8.197	11.859	25.474	12.833	2.772	8.408	5.13	2.958	4.653
YPL089C	8.412	10.201	10.348	8.887	7.446	7.738	10.521	11.847	19.364	23.421	23.574	21.058	19.819	17.141	20.721	22.42	24.806	18.522	5.707	22.654	10.877	8.743	8.283
YPL091W	148.625	112.554	121.906	129.526	130.256	132.19	116.901	119.653	644.132	513.62	480.514	502.346	475.404	512.294	453.993	452.825	173.141	155.2	162.868	252.679	336.427	141.421	146.34
YPL092W	21.593	13.112	18.493	19.166	16.528	14.65	14.334	10.853	11.875	17.708	19.939	17.443	12.443	12.731	13.493	11.795	21.881	11.203	21.05	57.5	200.968	12.298	9.592
YPL093W	152.002	134.067	87.589	102.442	108.021	87.413	133.476	152.666	16.039	30.769	6.172	4.702	7.876	6.913	43.117	41.822	5.412	0.924	95.732	3.389	5.934	103.049	99.637
YPL094C	116.423	173.892	151.935	136.583	120.088	116.034	132.143	137.312	116.404	166.724	134.624	120.836	93.556	93.566	123.196	122.754	75.902	36.178	132.825	68.238	108.337	133.216	127.207
YPL095C	3.978	5.037	12.084	10.513	9.756	8.516	6.281	6.566	8.819	12.292	18.363	20.466	17.072	11.687	7.515	12.867	54.512	38.325	10.129	13.111	9.027	5.56	7.823
YPL096C-A	16.085	32.218	24.695	32.864	24.657	23.092	15.165	20.195	21.126	34.582	41.462	51.696	38.322	45.909	30.76	24.936	26.647	15.917	18.288	97.339	28.043	7.338	18.854
YPL096W	14.025	20.85	20.144	19.142	14.761	15.537	10.665	13.596	36.84	44.347	43.945	40.087	29.451	28.178	26.998	26.376	27.593	21.633	19.311	92.919	55.869	18.601	22.08
YPL097W	7.229	8.214	11.018	12.24	9.279	8.959	8.378	7.997	20.286	24.746	29.934	26.994	23.912	19.846	15.865	17.414	13.233	11.857	9.933	33.61	21.247	4.555	7.315
YPL098C	133.055	79.365	102.364	123.221	117.197	102.099	138.667	150.876	209.394	180.086	195.282	220.541	199.798	215.066	226.408	241.851	124.889	76.009	165.128	176.458	274.966	110.32	217.939
YPL099C	19.086	17.549	35.678	32.267	26.736	25.156	23.708	29.706	56.01	55.856	67.018	61.264	58.6	52.357	47.432	59.617	28.576	23.518	27.067	83.508	52.283	26.232	27.601
YPL100W	11.832	11.329	17.334	15.775	12.708	15.225	11.806	10.714	45.164	45.222	50.476	45.57	32.058	29.008	28.301	26.916	22.138	19.591	15.697	49.044	34.133	14.112	16.679
YPL101W	32.161	43.009	39.37	36.299	35.184	30.178	36.718	34.531	30.754	40.435	31.415	28.112	25.272	24.845	33.817	33.588	9.646	5.092	29.334	15.57	19.858	27.801	34.58
YPL103C	7.709	4.522	12.004	10.331	8.478	8.822	5.413	6.613	17.007	22.649	20.366	16.7	15.164	15.839	10.369	11.393	7.199	5.734	8.668	13.946	13.64	7.51	6.174
YPL104W	5.368	9.183	9.326	9.517	7.45	7.397	5.118	5.558	20.574	25.409	29.596	26.363	19.024	20.936	16.366	17.884	7.899	7.259	7.462	9.988	11.66	5.648	5.451
YPL105C	26.49	40.403	36.332	28.419	27.191	28.094	36.295	34.033	39.559	63.097	52.277	41.371	34.38	34.18	42.225	48.691	27.581	17.101	29.553	51.651	43.369	29.165	29.232
YPL106C	1152.337	919.093	910.556	963.526	1041.742	1068.233	1142.14	1077.338	739.822	737.645	482.129	479.044	535.142	570.979	740.5	553.639	4186.23	3168.828	1002.228	233.845	577.065	1258.054	1059.752
YPL107W	8.368	14.462	11.231	11.74	8.767	7.82	5.317	7.831	19.071	25.418	24.149	16.637	17.693	14.281	11.172	16.097	9.254	11.056	11.143	57.147	42.012	4.248	10.245
YPL108W	18.942	36.3	28.809	23.501	15.558	16.189	22.168	19.224	20.134	22.224	18.957	11.754	11.334	10.345	21.248	22.628	14.712	5.859	21.256	21.752	22.984	23.151	22.306
YPL109C	2.105	3.153	2.82	3.978	2.675	4.207	1.42	1.829	11.007	14.041	16.057	16.274	11.943	11.484	7.404	6.935	6.086	6.544	3.407	40.016	13.845	1.048	1.845
YPL110C	12.498	12.27	10.68	11.498	11.448	10.409	8.486	8.24	23.653	25.437	26.622	23.772	21.237	16.994	18.645	22.698	16.763	10.299	7.122	23.764	13.687	8.573	10.287
YPL111W	102.76	137.585	93.742	94.344	121.239	101.743	78.076	63.94	166.135	134.008	123.176	138.228	110.429	81.689	114.261	77.196	159.948	108.384	114.411	185.905	404.079	128.403	119.978
YPL112C	32.651	46.297	44.749	38.373	34.894	36.869	38.705	34.064	45.922	50.019	60.267	46.71	35.903	41.932	56.09	51.246	29.695	11.93	32.559	65.276	53.032	44.146	35.594
YPL113C	1.216	4.063	4.541	4.641	3.144	3.127	1.904	1.912	18.216	21.103	25.106	22.884	18.636	12.65	9.169	11.755	12.283	9.367	3.587	29.594	27.503	1.439	3.962
YPL115C	12.207	12.435	16.982	15.705	16.494	14.676	13.013	13.964	21.491	21.889	20.011	18.329	13.93	16.474	17.631	15.921	11.277	6.736	12.502	25.666	22.284	13.497	16.308
YPL116W	11.653	12.596	17.144	15.589	14.488	14.456	9.31	9.828	16.769	23.918	24.184	21.068	17.908	13.139	10.065	9.453	11.01	9.566	13.946	38.13	41.161	10.829	14.598
YPL117C	180.873	121.994	149.429	142.675	132.947	142.814	175.682	197.118	140.362	122.216	80.727	76.991	88.211	90.272	144.385	157.216	67.285	24.426	223.307	105.239	146.818	170.455	199.338
YPL118W	45.329	45.823	71.004	61.077	48.11	48.824	49.635	48.693	151.306	136.753	174.117	163.569	111.648	111.328	112.92	119.762	58.245	35.703	59.262	68.507	95.519	43.67	58.72
YPL119C	3.005	3.369	5.084	4.972	4.287	4.159	2.479	4.461	26.152	33.519	45.198	47.134	31.56	35.207	23.989	29.05	14.63	17.284	4.286	42.457	31.195	3.134	4.354
YPL119C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.175	1.076	0	0
YPL120W	6.789	11.264	13.85	11.885	9.806	8.073	8.206	6.912	21.064	26.121	23.162	24.505	18.887	19.765	16.154	17.061	11.412	14.5	11.189	46.981	21.082	12.721	11.261
YPL121C	0	0	0	0	0	0	0	0.131	0	0	0	0	0	0.206	0.113	0	0	1.796	0	0	0.31	0	0
YPL122C	13.353	16.051	18.095	14.729	12.533	12.484	13.009	11.162	17.113	28.227	21.403	18.765	16.469	13.545	13.829	13.848	12.457	4.724	13.142	20.585	14.688	10.074	16.589
YPL123C	6.993	3.678	10.005	12.256	6.021	9.374	5.71	4.576	114.12	79.157	150.31	159.424	117.399	122.005	73.265	84.856	66.963	83.109	15.556	149.963	122.307	6.516	7.414
YPL124W	10.075	9.671	16.964	14.661	10.163	9.775	10.295	10.693	25.61	39.127	34.091	23.26	22.97	17.314	20.57	18.072	13.352	7.718	12.602	31.466	17.597	18.385	14.367
YPL125W	18.819	21.676	22.467	22.935	19.046	18.204	15.064	15.753	26.35	28.789	28.879	25.523	21.25	17.51	21.584	19.918	9.602	6.474	18.064	20.664	20.481	18.721	16.001
YPL126W	77.955	71.276	63.037	64.222	65.677	59.805	64.958	72.99	12.033	20.47	7.742	6.058	6.001	6.094	26.502	26.575	6.052	1.709	53.901	4.221	3.542	69.097	80.532
YPL127C	128.65	104.75	158.072	160.811	158.025	160.062	170.467	164.768	323.608	184.618	191.466	201.834	249.338	238.234	271.584	233.293	93.918	57.863	205.224	638.457	455.989	194.275	155.596
YPL128C	24.709	20.145	25.671	26.025	26.981	25.99	21.731	22.79	30.586	26.392	25.978	23.991	25.805	18.401	21.891	19.933	15.79	11.147	22.621	46.21	23.215	16.801	22.218
YPL129W	109.496	109.89	130.116	138.526	109.566	123.815	126.865	117.417	161.781	148.373	140.284	135.29	160.027	154.332	144.716	141.08	69.121	70.848	136.756	159.96	132.013	121.676	148.667
YPL130W	0.125	0	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0.596	0	0.91	0.309	0	0
YPL131W	4094.49	3269.273	2960.369	2786.049	3356.021	3298.544	3241.462	3510.997	937.852	693.345	301.968	275.273	476.622	315.667	664.62	711.327	217.973	64.781	3757.409	395.493	1125.931	4001.748	3869.515
YPL132W	10.717	10.426	17.481	12.787	10.514	10.696	10.993	12.249	16.656	21.504	35.551	27.182	20.851	19.226	16.958	18.114	5.326	7.636	11.03	16.213	16.925	5.378	9.511
YPL133C	5.49	9.921	10.646	8.047	8.185	9.481	7.95	6.905	8.349	10.601	10.103	8.553	8.398	9.236	8.424	8.115	5.974	9.058	8.797	29.374	12.089	7.276	6.851
YPL134C	6.629	6.503	7.534	8.443	5.701	7.768	5.844	7.067	12.664	14.313	20.146	18.844	13.127	9.688	12.628	11.986	6.846	5.316	11.746	35.635	32.419	1.885	8.996
YPL135W	97.029	226.437	271.372	325.845	174.671	158.748	148.896	123.192	390.243	349.159	459.932	361.726	324.104	418.167	270.628	201.984	624.694	503.249	166.134	1508.649	1129.533	153.887	177.05
YPL137C	16.309	10.428	19.653	13.949	16.688	17.565	15.744	14.18	14.162	21.709	20.059	14.545	15.569	13.824	18.508	17.786	22.009	10.682	20.234	19.96	20.863	17.573	14.754
YPL138C	10.399	16.893	14.249	12.282	10.696	11.497	12.415	11.309	20.267	33.336	24.663	18.959	16.517	16.17	15.966	15.299	5.631	7.082	11.884	22.195	13.944	12.244	17.825
YPL139C	22.973	16.121	24.972	24.777	22.106	24.669	20.439	22.128	38.468	35.891	36.533	35.423	27.432	27.348	26.659	26.499	21.334	13.54	26.812	62.102	46.774	19.279	26.282
YPL140C	5.879	8.664	12.784	10.096	9.005	7.617	6.121	5.454	13.986	21.121	17.375	15.255	15.39	12.428	10.309	10.236	4.013	5.513	7.9	17.224	13.912	5.25	6.592
YPL141C	7.048	7.689	10.247	8.615	6.812	6.924	5.041	6.533	6.523	11.357	7.181	5.626	4.651	4.588	4.65	4.135	5.935	4.091	7.05	26.893	13.496	5.344	8.538
YPL143W	2084.513	860.609	1603.276	1741.849	1771.984	1376.394	1743.145	1714.319	385.401	319.476	189.728	188.221	270.563	203.238	362.035	414.831	136.486	77.062	2108.138	204.891	691.546	2246.24	2107.194
YPL144W	22.01	34.061	37.122	42.562	26.991	31.533	25.065	28.131	20.358	40.285	17.232	14.648	19.202	12.808	18.412	18.603	10.682	3.927	28.494	33.017	26.959	27.155	41.943
YPL145C	139.112	147.945	147.467	138.79	136.622	140.993	118.989	120.707	170.477	154.561	127.1	132.005	119.667	105.601	147.763	104.284	99.143	76.325	137.437	220.407	141.496	137.821	148.287
YPL146C	68.377	67.19	59.651	54.133	54.722	63.19	111.285	105.895	26.89	32.748	17.494	13.441	15.765	21.491	50.336	57.493	18.888	9.134	60.756	20.124	26.03	86.386	52.845
YPL147W	0.913	2.156	3.22	1.903	1.732	1.592	1.111	1.66	2.923	4.745	9.441	9.28	6.255	6.19	3.159	5.96	3.177	5.829	1.148	23.624	20.088	0.156	1.204
YPL148C	1.529	1.167	6.261	3.333	2.188	2.23	1.23	1.766	3.571	10.717	9.142	8.857	4.453	5.266	3.517	4.487	2.703	3.229	2.685	8.638	4.601	0.93	2.39
YPL149W	4.705	10.665	11.571	8.242	5.882	3.897	4.465	5.79	9.239	18.855	19.903	15.997	9.359	5.96	7.152	12.28	17.434	25.602	6.166	9.288	3.822	7.002	4.956
YPL150W	4.788	9.26	8.809	8.636	6.53	6.637	5.48	5.204	12.903	14.672	18.134	14.973	10.949	12.118	11.07	12.385	9.847	9.542	4.703	31.773	11.379	4.821	4.203
YPL151C	8.25	11.763	10.65	12.879	9.558	8.993	9.095	8.602	17.623	22.259	19.965	17.378	14.419	11.361	15.004	12.335	12.486	17.628	9.102	24.463	12.648	8.44	11.817
YPL152W	12.148	13.106	24.51	17.276	14.177	16.98	12.689	13.194	62.76	63.544	89.436	83.701	58.583	56.503	49.277	47.66	34.145	46.022	14.442	84.218	46.429	16.074	19.174
YPL153C	5.91	3.955	8.167	8.085	6.021	10.145	6.337	5.763	19.427	20.157	20.545	18.198	13.648	15.126	14.347	15.57	7.592	4.463	6.921	10.125	9.549	5.974	7.674
YPL154C	294.551	267.378	309.761	460.597	307.015	345.92	324.771	250.536	1504.236	1051.752	1311.931	1512.769	1263.053	1271.049	1440.855	1062.792	1258.32	928.366	391.15	1425.816	1416.447	209.649	331.254
YPL155C	8.711	10.478	14.055	10.927	9.203	10.13	7.387	8.664	10.113	13.427	13.171	10.282	8.623	7.002	7.951	8.858	6.208	5.899	10.906	39.167	15.982	8.353	11.052
YPL156C	11.683	48.268	30.623	52.91	24.112	27.427	18.398	17.173	68.24	56.089	23.505	26.93	21.724	27.574	57.527	24.282	48.339	46.922	5.457	41.385	9.117	13.52	13.742
YPL157W	17.632	31.36	21.033	17.914	14	15.401	16.457	18.892	9.774	16.484	10.236	8.991	6.85	5.103	11.872	16.341	5.043	4.419	18.947	20.88	16.651	13.889	17.673
YPL158C	18.398	21.264	33.378	24.487	20.178	23.402	19.827	19.578	14.018	7.932	10.898	8.927	8.005	7.306	6.018	8.777	15.062	16.742	21.478	107.167	55.618	23.625	19.13
YPL159C	20.853	22.317	43.158	33.146	29.292	25.593	28.728	31.854	76.688	76.39	108.1	84.911	66.586	57.419	75.649	79.44	47.377	39.106	34.538	234.423	63.989	38.549	34.393
YPL160W	339.854	239.638	258.364	284.463	293.971	317.188	298.641	297.4	126.841	113.507	72.585	71.38	93.53	81.203	108.468	99.66	28.485	17.177	294.793	112.097	153.307	314.285	245.286
YPL161C	9.094	12.845	11.547	12.489	11.2	10.708	7.42	7.319	16.517	22.816	16.377	17.173	11.472	13.5	12.642	11.654	13.449	8.884	8.516	28.61	16.945	10.022	13.115
YPL162C	17.779	26.601	17.155	21.04	18.453	15.481	13.845	13.21	24.786	26.194	26.449	25.054	17.275	15.875	18.86	14.425	14.217	7.077	16.119	19.475	19.313	8.157	12.374
YPL163C	128.097	25.236	95.026	102.559	138.095	113.523	87.621	117.608	48.68	20.467	9.885	11.601	20.762	15.24	27.307	28.48	7.514	1.995	155.469	46.511	64.347	99.446	142.203
YPL164C	1.646	1.924	3.306	1.786	1.095	1.666	1.236	1.419	4.093	6.223	7.441	5.767	4.922	3.084	2.489	2.353	2.367	4.657	1.961	10.171	5.085	0.383	2.674
YPL165C	0.105	0	0.162	0	0	0	0.064	0.219	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0	0.141
YPL166W	4.3	13.629	15.54	16.609	12.169	11.288	6.108	5.637	36.494	47.789	83.277	82.472	54.534	50.279	28.219	31.601	41.559	58.448	7.981	136.437	54.71	3.622	10.901
YPL167C	0.39	0.558	0.486	0.478	0.359	0.453	0.25	0.287	1.387	1.397	1.442	0.847	0.967	0.927	0.599	0.877	0.258	0.772	0.397	2.005	0.72	0	0.522
YPL168W	3.486	6.192	11.213	7.664	3.87	4.438	4.461	4.809	13.264	19.299	18.109	16.291	13.176	12.058	9.034	11.904	7.17	9.708	4.317	31.429	11.244	5.266	4.348
YPL169C	42.754	50.116	47.893	49.23	48.421	45.817	44.863	45.541	56.458	69.168	50.832	46.608	47.537	41.898	57.968	49.718	57.696	27.451	43.802	66.78	45.579	46.651	43.061
YPL170W	46.744	94.653	48.762	50.543	28.661	52.11	53.517	53.136	121.999	223.321	169.249	145.334	154.195	155.074	200.438	159.434	278.77	229.62	45.328	200.183	95.381	65.617	58.604
YPL171C	0.293	3.125	1.497	5.101	1.794	2.24	1.412	1.081	283.932	150.962	321.076	315.668	208.647	187.047	136.678	221.224	13.442	19.456	0.467	6.138	13.762	1.068	0.392
YPL172C	8.401	9.933	11.275	8.184	5.936	6.755	7.956	7.457	19.948	23.603	22.297	19.369	16.701	12.249	17.073	14.89	5.309	3.964	8.31	9.696	12.735	7.31	9.95
YPL173W	27.999	20.468	44.719	37.733	28.742	37.49	44.961	45.234	89.443	69.904	94.016	81.716	74.452	92.211	87.456	94.959	38.064	21.88	41.379	59.685	70.913	34.118	37.024
YPL174C	1.33	2.554	2.635	1.908	1.21	1.361	1.398	1.219	2.517	5.084	3.385	2.743	2.317	2.099	2.368	2.232	1.479	1.223	2.054	5.401	2.323	1.409	1.897
YPL175W	10.34	6.972	12.429	11.32	8.65	9.381	6.868	7.662	8.843	13.174	11.499	8.132	7.766	5.752	8.608	8.594	5.949	4.315	8.442	17.074	7.365	10.532	9.986
YPL176C	15.747	14.433	23.027	18.425	15.757	19.644	16.025	14.691	28.984	30.671	31.777	26.62	23.974	24.306	22.41	22.932	15.7	13.916	17.836	19.425	20.848	19.526	12.67
YPL177C	39.656	56.985	90.72	79.837	63.467	57.324	59.453	69.25	88.796	106.165	116.298	110.53	81.992	78.352	85.995	78.103	26.047	34.852	39.014	397.71	75.46	70.297	65.644
YPL178W	94.439	127.089	119.081	109.697	104.38	96.447	108.015	107.318	148.7	112.342	134.328	146.945	110.227	103.198	123.561	116.938	83.319	51.709	107.097	180.835	159.757	133.353	127.149
YPL179W	20.242	34.314	29.407	22.687	19.064	16.244	20.729	22.547	56.452	61.538	72.676	56.809	53.35	43.01	54.46	47.311	8.462	7.912	20.532	140.103	43.841	23.05	23.614
YPL180W	12.191	17.772	15.438	15.35	11.815	11.817	14.28	15.065	27.519	34.5	28.43	23.27	18.051	23.493	28.817	27.056	15.744	9.775	14.867	43.246	20.95	16.216	11.403
YPL181W	18.219	25.646	28.009	25.637	17.174	20.286	26.676	25.852	40.168	48.029	49.953	38.295	35.709	39.672	43.281	46.155	21.068	16.061	27.687	99.316	36.021	26.524	25.454
YPL183C	30.616	37.329	26.888	27.252	27.038	23.875	29.078	33.889	7.043	12.438	6.032	4.827	5.807	5.446	11.516	13.692	4.749	0.695	28.006	7.611	7.439	24.955	30.368
YPL183W-A	67.97	27.059	140.647	121.337	92.775	98.263	121.256	108.906	229.261	160.39	248.002	245.605	204.647	185.718	227.293	235.038	70.498	56.149	88.279	85.84	96.98	103.545	125.099
YPL184C	46.517	64.284	65.242	71.906	49.838	54.465	42.7	44.991	53.892	74.946	73.096	62.499	53.643	49.702	52.809	43.258	49.843	30.557	56.56	59.593	63.233	50.12	55.105
YPL186C	0.44	1.813	3.242	3.797	0.809	2.887	1.195	1.371	30.163	29.763	99.877	98.871	58.069	64.721	30.09	38.652	25.189	69.381	4.676	65.815	105.902	0.963	0.707
YPL187W	0.09	0	0	0	0	0	0.163	0.187	0	0	0	0.376	0	0	0.324	0.433	0	0	0.518	1.308	0	0	0.362
YPL188W	17.6	12.043	20.914	22.358	19.931	21.785	17.743	18.027	29.367	23.34	38.747	35.383	29.992	25.537	22.094	24.13	17.68	16.66	30.943	296.541	68.135	26.06	20.388
YPL189C-A	18.096	0	50.933	27.606	12.328	20.892	14.559	22.981	24.647	11.527	84.728	65.668	41.515	17.489	7.841	15.284	26.647	25.468	36.577	73.004	26.393	29.354	24.241
YPL189W	0.705	0.854	0.859	0.732	0.61	0.544	0.713	0.474	1.307	1.188	2.564	1.642	1.876	1.285	1.791	1.94	0.494	1.181	0.476	0.602	0.612	0.227	0.167
YPL190C	63.11	63.558	64.085	52.754	62.101	59.414	68.956	66.576	118.337	109.329	124.807	99.32	103.962	102.876	126.165	120.7	75.819	52.666	71.011	95.853	81.716	80.936	68.587
YPL191C	4.195	9.519	10.92	9.873	8.32	8.857	5.481	6.671	33.057	30.114	34.928	30.417	24.854	26.652	20.812	19.351	19.724	18.712	8.487	57.215	24.06	5.991	7.916
YPL192C	0.237	0	0	0.466	0.437	0	0	0.247	0.624	0	1.277	0.495	2.263	0.387	0.214	1.425	0	1.128	0.341	0	2.922	1.3	0.477
YPL193W	12.958	10.829	14.525	13.313	14.629	12.148	16.134	21.799	11.706	12.185	13.093	10.719	7.514	10.958	13.08	14.4	5.179	4.559	14.573	27.382	23.455	16.14	12.399
YPL194W	3.278	5.097	4.179	5.905	4.324	3.789	3.285	2.871	7.204	11.585	11.758	8.339	7.369	5.179	5.233	5.791	3.279	3.134	3.613	12.577	6.597	4.064	6.298
YPL195W	24.644	34.121	32.613	31.738	26.051	27.42	24.866	25.538	39.469	56.515	46.811	40.158	36.209	35.664	38.401	35.302	20.494	14.388	26.254	57.112	38.911	23.42	25.2
YPL196W	12.515	18.416	21.959	19.871	16.078	17.763	14.204	11.869	66.923	70.611	118.62	102.081	75.961	57.345	44.692	55.433	38.306	43.877	19.258	80.784	43.759	14.682	16.965
YPL199C	82.131	59.286	116.637	98.438	97.825	94.428	117.001	119.725	80.733	69.293	85.454	81.588	74.594	69.461	80.488	89.524	36.155	19.684	96.876	183.062	122.957	118.476	112.876
YPL200W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL201C	0.084	0	0.128	0.219	0.41	0.091	0.151	0.116	0.146	0.32	0	0.581	0.399	0.364	0.251	0.469	0.887	0.53	0	0.405	0.686	0	0.112
YPL202C	19.782	36.368	30.275	26.274	21.776	21.467	28.478	27.708	89.197	71.44	94.35	78.841	57.149	43.694	54.668	60.87	28.488	18.645	24.876	103.158	30.516	23.877	25.916
YPL203W	16.536	9.915	29.451	29.939	23.398	21.32	12.695	13.574	133.11	100.124	170.143	168.992	100.251	96.773	68.558	61.396	56.041	43.11	25.477	178.748	125.735	18.445	26.251
YPL204W	47.041	36.268	59.62	53.318	53.052	47.233	50.005	55.576	77.731	98.555	88.576	83.331	71.178	54.89	68.124	67.365	51.878	44.762	43.8	128.593	84.62	44.789	35.999
YPL206C	46.995	46.062	49.201	61.883	44.632	52.851	41.148	42.764	123.119	130.558	143.666	156.749	100.42	96.834	101.275	96.407	69.799	67.655	65.173	208.667	148.785	38.989	49.587
YPL207W	34.043	37.574	26.262	26.89	25.953	26.628	27.822	26.765	8.196	14.627	7.772	6.408	6.664	6.718	11.148	13.613	5.866	2.19	27.591	11.161	17.325	23.728	14.948
YPL208W	15.215	11.328	19.594	16.858	13.974	15.312	11.748	13.532	21.495	25.136	23.819	21.628	16.754	13.239	14.689	15.682	8.457	6.598	15.648	29.947	24.253	12.121	17.882
YPL209C	6.25	6.377	12.337	10.647	7.883	8.32	8.146	8.461	11.633	13.514	12.68	11.614	10.551	10.251	10.606	11.916	10.224	4.071	5.642	22.304	10.196	9.776	7.894
YPL210C	69.609	47.815	75.19	65.738	65.487	67.574	67.08	67.198	81.272	84.799	69.411	59.045	65.323	54.469	66.518	59.725	38.945	27.654	72.202	135.69	83.362	77.316	80.311
YPL211W	248.666	144.649	220.689	206.256	182.788	185.191	397.596	378.921	37.38	60.841	28.112	17.43	14.94	22.815	107.367	115.597	12.147	3.055	218.686	5.838	24.932	250.883	247.816
YPL212C	64.729	74.111	53.579	51.498	56.805	60.63	82.541	91.116	36.264	45.533	22.996	15.583	23.263	25.982	41.706	55.231	14.117	5.104	66.693	56.657	40.82	70.081	62.804
YPL213W	14.819	19.954	30.513	27.584	20.525	17.544	16.937	18.719	39.843	48.644	47.519	45.068	35.444	32.604	35.458	35.712	26.34	16.562	22.201	135.889	64.079	15.908	22.655
YPL214C	5.603	9.054	7.807	10.713	6.843	5.949	4.816	4.99	28.386	25.646	24.57	20.712	20.978	17.509	19.534	14.581	9.922	4.026	6.086	15.387	13.212	7.218	6.434
YPL215W	29.143	17.898	35.467	31.292	25.569	30.71	30.309	33.564	45.227	53.43	73.502	72.938	50.24	46.628	46.341	56.59	29.517	23.634	38.452	106.103	81.254	25.943	33.328
YPL216W	1.631	3.837	2.728	2.761	2.22	2.273	1.8	1.974	2.466	5.253	5.71	5.497	3.567	3.572	3.298	4.586	1.333	1.911	1.508	5.842	2.97	1.101	1.347
YPL217C	44.914	63.057	38.799	42.051	39.704	42.059	53.231	58.714	6.003	11.196	5.755	4.244	4.058	5.082	13.573	14.985	2.726	0.987	32.521	6.336	4.346	39.238	31.475
