Threshold +/-1.5 for log2(TE change) was used in the manuscript. Refer to the fig. S2b if you like to select a different threshold.
gene_name 5 min	5 min log2(TE change)	gene_name 30 min	30 min log2(TE change)
YOL012C	0.066003079	YGL032C	0.058923261
YPL011C	0.065751762	YNR032W	0.058888125
YNL107W	0.064130986	YJR080C	0.058803452
YBR188C	0.063335468	YGL190C	0.058757557
YBL005W	0.063315099	YDR427W	0.058445363
YDR337W	0.063126069	YBR044C	0.057713679
YPL181W	0.063066725	YGR008C	0.057314636
YDR448W	0.062985525	YHR127W	0.056785
YDR309C	0.06293075	YPR073C	0.056691929
YBR255W	0.062749247	YMR301C	0.05637486
YHR193C	0.062661215	YJR130C	0.056313986
YGR180C	0.062493041	YLR186W	0.056136697
YMR284W	0.062479414	YHL044W	0.055956211
YGL097W	0.062078586	YOL139C	0.055905635
YKL179C	0.061783738	YKL100C	0.055389683
YDL092W	0.061595635	YDR050C	0.054538446
YJR044C	0.06141644	YNL083W	0.054013896
YIL021W	0.0611529	YGR003W	0.053868534
YGL001C	0.060886687	YPL118W	0.053844355
YOL018C	0.060606975	YGR019W	0.053730779
YKL218C	0.060358851	YGL005C	0.053725997
YMR102C	0.059706732	YDR472W	0.053208953
YFL038C	0.05914833	YBR158W	0.053156853
YHR018C	0.059107331	YGL139W	0.053053548
YKR045C	0.059088259	YBR204C	0.0530413
YGL164C	0.059078987	YOR253W	0.053022893
YBR256C	0.059038207	YBR114W	0.052719619
YGR152C	0.05877469	YPR134W	0.05222171
YPL132W	0.058760852	YKL009W	0.051922644
YJR092W	0.058693444	YHR103W	0.051918785
YDL170W	0.058591469	YKL216W	0.051774776
YOR118W	0.058123732	YDL056W	0.051437284
YGL208W	0.057884562	YKL168C	0.051415916
YDL236W	0.057882984	YML034W	0.051275375
YDR471W	0.057709562	YCR082W	0.051199075
YCR090C	0.057364285	YLR356W	0.051096867
YGR147C	0.057103698	YOL147C	0.050518131
YER048C	0.057041889	YPL059W	0.050328036
YGL130W	0.056583055	YDR350C	0.049859373
YBR231C	0.055314299	YBL086C	0.049778977
YDR165W	0.055227006	YLR199C	0.049700156
YCR083W	0.054600892	YBR014C	0.049660055
YPR107C	0.054320387	YDL028C	0.049474891
YMR074C	0.053440909	YJL016W	0.049454976
YBR217W	0.053234359	YOR136W	0.049287768
YLR075W	0.053194788	YAL044W-A	0.04809491
YFR048W	0.052951104	YCR027C	0.04803603
YFL028C	0.052344203	YBR106W	0.047448436
YGL129C	0.052124049	YLR316C	0.047192399
YML014W	0.052019046	YNR040W	0.046875708
YNL046W	0.051918348	YGL115W	0.046581166
YCR034W	0.051872511	YLR079W	0.045788796
YLR197W	0.051774228	YDR468C	0.045460913
YHR013C	0.050997855	YDL135C	0.045309826
YNL173C	0.050676285	YKR089C	0.045308395
YKL033W-A	0.050363491	YHL014C	0.045139555
YOR034C	0.050137547	YOL011W	0.044829365
YBR175W	0.050023324	YGL110C	0.044463147
YMR083W	0.050007479	YBL102W	0.044317587
YNL133C	0.049360864	YOR276W	0.043463127
YJR144W	0.04917942	YOL137W	0.043379535
YOR001W	0.049095623	YDR195W	0.043146375
YNL217W	0.048449806	YBR195C	0.042871732
YLR117C	0.047978446	YBR295W	0.042691617
YCL049C	0.047961897	YER133W	0.042644194
YLR293C	0.0476502	YJL139C	0.042474703
YGL020C	0.047391977	YER099C	0.042391543
YBR068C	0.047161829	YNL223W	0.042287835
YER128W	0.047071225	YLR325C	0.042266182
YJL173C	0.047048828	YDL233W	0.041989233
YLR253W	0.04656567	YPR111W	0.041438996
YDR057W	0.045913114	YBL010C	0.041089773
YCR005C	0.045530945	YJR054W	0.040512753
YPL096W	0.045392806	YDL202W	0.04046078
YGL116W	0.044215057	YOL115W	0.04023009
YBR121C	0.042915397	YLR369W	0.040031228
YDR007W	0.042651309	YOL096C	0.039858084
YDL115C	0.042136769	YGR211W	0.039750833
YML048W	0.042004262	YKL183W	0.038805605
YNL059C	0.041815309	YER064C	0.038627302
YPL103C	0.041629116	YML015C	0.037548896
YJR054W	0.04109414	YMR215W	0.037118743
YLR045C	0.041042009	YPL168W	0.037093148
YGL196W	0.040817681	YLR418C	0.036647052
YGR033C	0.040576824	YJL030W	0.036070516
YGL044C	0.04011168	YER051W	0.035810864
YLR105C	0.040083674	YMR171C	0.035679314
YOR087W	0.03995311	YPL263C	0.035668079
YGL248W	0.039064707	YNL329C	0.035411773
YBL060W	0.038797161	YER167W	0.035271854
YLR128W	0.038258971	YDL018C	0.035253824
YOL097C	0.038073717	YPL218W	0.034521076
YBL093C	0.038066623	YBR194W	0.033961523
YMR113W	0.037986212	YOR089C	0.033573486
YDR063W	0.037512115	YGR229C	0.033117365
YPR043W	0.037262166	YGL145W	0.032865182
YAL053W	0.037122733	YGL159W	0.032502633
YER069W	0.036953484	YOL089C	0.032254512
YPL045W	0.036865111	YDL198C	0.032051055
YOR161C	0.036851466	YOR301W	0.031669787
YCL031C	0.036824635	YNL039W	0.031582514
YIR034C	0.036579218	YBR024W	0.031334321
YPR110C	0.036430562	YHR010W	0.029565487
YNL232W	0.035942572	YLR420W	0.029337175
YNL208W	0.035942441	YEL005C	0.029309511
YPL163C	0.035775959	YDR147W	0.028780384
YIL065C	0.035723652	YFR004W	0.028768473
YEL026W	0.035101731	YMR283C	0.028709297
YDL135C	0.034698612	YOR367W	0.028540599
YGL120C	0.034006605	YDR179C	0.028267534
YNL311C	0.033852789	YDR001C	0.028259994
YBR028C	0.033682258	YHL020C	0.02735351
YDL031W	0.033569753	YDR202C	0.026935956
YDR367W	0.033438299	YJL184W	0.026739582
YIL136W	0.032830661	YDR246W	0.026023806
YDR399W	0.032723114	YMR289W	0.025962355
YER095W	0.031970917	YML105C	0.0251781
YLR168C	0.031789486	YGR278W	0.024834838
YAL008W	0.031005069	YFR045W	0.024805282
YDR494W	0.030786305	YPL146C	0.024763464
YHR181W	0.030287991	YCR034W	0.023860071
YOL052C	0.029709666	YDR257C	0.022859143
YDR530C	0.029623382	YDL070W	0.021684659
YLR193C	0.029456894	YDR086C	0.021035972
YGR245C	0.029401933	YDL099W	0.019804488
YDR017C	0.029045261	YER028C	0.018965566
YBR114W	0.028987576	YOL159C	0.017197324
YNL011C	0.028853109	YBL078C	0.01706123
YBR197C	0.028809853	YIL004C	0.016996548
YNL314W	0.028239156	YDR169C	0.016992329
YDR415C	0.028113197	YOL034W	0.016802059
YBR104W	0.027997869	YBR069C	0.016186028
YMR125W	0.027871581	YMR075W	0.016110746
YJR007W	0.02762905	YDR289C	0.016023881
YDR322W	0.027548714	YPL074W	0.015796437
YGL011C	0.02700634	YDR381W	0.015661648
YMR216C	0.026573369	YLR258W	0.015602591
YDR473C	0.026428519	YHR039C-A	0.015316002
YMR128W	0.026345523	YIL105C	0.015247826
YBL106C	0.025950563	YDR016C	0.015078053
YBR261C	0.025931146	YGR258C	0.014550101
YHR100C	0.025916876	YDR419W	0.01448331
YBL090W	0.02588648	YDR084C	0.014360837
YJL198W	0.025041612	YLR421C	0.013764784
YOR157C	0.024929313	YBR105C	0.013262239
YHR072W	0.024832936	YGR152C	0.012929209
YEL029C	0.02478377	YMR307W	0.012882805
YGR132C	0.024459005	YOL077C	0.012361969
YDR195W	0.024096133	YPL259C	0.012061962
YPL047W	0.02387502	YOR202W	0.011897591
YGR278W	0.023770554	YML030W	0.011637697
YJR024C	0.022504526	YBR096W	0.011569674
YDR240C	0.022439431	YMR285C	0.011385427
YDR292C	0.022438134	YPR011C	0.010000446
YBR248C	0.022405693	YEL064C	0.009757613
YBR176W	0.021796844	YNL134C	0.009432607
YDR268W	0.021334591	YLR291C	0.009294803
YNL021W	0.020895073	YIL083C	0.009174023
YJL143W	0.02082004	YPL129W	0.009064531
YPL206C	0.020582694	YLR250W	0.008939725
YNL136W	0.020343286	YPL139C	0.008606431
YOL038W	0.020257959	YML088W	0.008511569
YPL043W	0.019910506	YDR049W	0.007738932
YOL059W	0.019861951	YFL046W	0.006910735
YPR093C	0.019366506	YGR026W	0.006296464
YMR119W	0.019190456	YOL097C	0.006188725
YDR440W	0.01883313	YNL268W	0.00617651
YPL237W	0.018832174	YKL004W	0.006083535
YCR015C	0.018135003	YPR172W	0.006037038
YAR002W	0.018063561	YCR037C	0.005461924
YER003C	0.017384595	YIL154C	0.004977877
YIL094C	0.017243919	YDR354W	0.004906771
YOR079C	0.017238653	YNL306W	0.004901359
YDR272W	0.01700363	YPL040C	0.004881
YJL134W	0.016570463	YGR082W	0.004470868
YJL046W	0.016392726	YBR269C	0.004068221
YBR236C	0.016309463	YDR302W	0.003668249
YIR037W	0.015479811	YML004C	0.003368491
YCR052W	0.015405621	YLR103C	0.00328512
YOR126C	0.01538158	YCR087C-A	0.002273604
YMR140W	0.015307889	YER061C	0.002272658
YPL244C	0.015016111	YDL178W	0.002168907
YGL040C	0.014878495	YPL210C	8.62212E-05
YGR285C	0.014680784	YMR088C	-0.000147679
YBR085W	0.014538475	YOR092W	-0.000304046
YNL207W	0.013465018	YLR215C	-0.000749775
YGR195W	0.013083995	YLL023C	-0.001596574
YDR244W	0.013058475	YJL062W-A	-0.001623413
YNL121C	0.012798734	YGR147C	-0.001941829
YDL086W	0.012660656	YOR090C	-0.001997414
YGL111W	0.012275529	YDR492W	-0.002155272
YBR194W	0.011554812	YDR410C	-0.002331748
YLR166C	0.011030418	YFL002C	-0.002384693
YPL112C	0.010592808	YKR049C	-0.004529445
YDR236C	0.010441749	YLR049C	-0.004745341
YGL255W	0.010250885	YML062C	-0.004770404
YMR115W	0.010197293	YEL004W	-0.005027131
YDL010W	0.010155077	YAL060W	-0.005558981
YJR129C	0.009736064	YOL066C	-0.005921652
YBR006W	0.009554095	YJR083C	-0.006135745
YDR113C	0.008844446	YOR257W	-0.006364609
YOR272W	0.00862898	YPL008W	-0.006457682
YNL221C	0.007572483	YDR056C	-0.007395081
YMR311C	0.007413749	YNL010W	-0.007443317
YMR131C	0.007398264	YOL054W	-0.007791132
YJL024C	0.007116828	YOR179C	-0.007851701
YEL040W	0.006747935	YNL206C	-0.007947125
YGL257C	0.006471654	YOL101C	-0.008121264
YML094W	0.005875712	YPL001W	-0.00834963
YLR364W	0.005852011	YKR086W	-0.008694649
YFR013W	0.005837269	YDR514C	-0.009732701
YDR376W	0.005814574	YOR001W	-0.009863588
YMR193W	0.005570347	YKR025W	-0.010698738
YCR009C	0.005346866	YNL217W	-0.011432994
YNL163C	0.005333329	YLR205C	-0.011544613
YDR239C	0.004767483	YBR236C	-0.011717343
YJL081C	0.004492533	YPL050C	-0.012615171
YDR148C	0.004141477	YIL106W	-0.012950997
YPL064C	0.004059707	YHL025W	-0.013277321
YIL041W	0.003192126	YDR454C	-0.013731683
YDR297W	0.003175287	YMR115W	-0.014556456
YFL002C	0.003068738	YHR003C	-0.014831535
YBR274W	0.003068613	YAL032C	-0.015229731
YIL043C	0.002483666	YJL091C	-0.015408517
YHR090C	0.00219478	YMR258C	-0.015528104
YLL035W	0.001701953	YPL117C	-0.016036183
YDR109C	0.001479746	YBR155W	-0.016168777
YJR077C	0.001342767	YBR070C	-0.0163163
YGR079W	0.001191382	YBR152W	-0.016511158
YER073W	0.000658853	YBR039W	-0.016539177
YNL003C	6.71193E-05	YGR006W	-0.016556868
YPR109W	-7.55247E-05	YOR061W	-0.016775311
YOR073W	-8.74108E-05	YJR007W	-0.017640917
YDL128W	-0.000253671	YDR423C	-0.01804934
YHR187W	-0.000300285	YDL127W	-0.018107663
YJL185C	-0.000735357	YER075C	-0.018292256
YBR002C	-0.00074658	YGL143C	-0.018412531
YNL229C	-0.001102301	YOR079C	-0.019000688
YLR417W	-0.001110782	YJL029C	-0.019200459
YGL082W	-0.001669876	YLR276C	-0.01955539
YJL008C	-0.002074617	YPL007C	-0.0200797
YOR353C	-0.002255685	YBL060W	-0.0205158
YJR126C	-0.002845031	YMR067C	-0.02059932
YLR225C	-0.004039033	YDR143C	-0.020912656
YMR062C	-0.004118305	YPL237W	-0.021078828
YIL010W	-0.004671802	YER020W	-0.021289992
YKL205W	-0.00499362	YDR140W	-0.021478367
YBR273C	-0.005110158	YOR324C	-0.021612317
YBL029C-A	-0.005185608	YIL015W	-0.021705719
YOL126C	-0.005296896	YGR220C	-0.021772081
YFL005W	-0.00622937	YKL176C	-0.022385812
YBR096W	-0.006480856	YGL254W	-0.022920131
YJL174W	-0.006488048	YDR058C	-0.022969582
YDR177W	-0.006523898	YNL158W	-0.02300029
YDL103C	-0.006921404	YMR039C	-0.02311147
YNL257C	-0.007070013	YBR216C	-0.023254343
YJL026W	-0.007136834	YER157W	-0.023297799
YLR065C	-0.007147607	YIL014W	-0.023307544
YDR162C	-0.007418444	YOR357C	-0.023307579
YNL084C	-0.007673309	YKL047W	-0.02332746
YDR373W	-0.007675906	YPR034W	-0.023331695
YCR092C	-0.007879737	YKR100C	-0.023551653
YGL086W	-0.007935859	YLR332W	-0.02385636
YPL099C	-0.00812734	YER100W	-0.023890038
YGR203W	-0.008179225	YHR118C	-0.025375401
YHL038C	-0.008284212	YMR195W	-0.025512403
YNL236W	-0.00888267	YBL015W	-0.025528194
YKR023W	-0.008902294	YPR040W	-0.02686139
YOR216C	-0.009243268	YNL249C	-0.027133261
YHR008C	-0.0092724	YMR066W	-0.027245825
YMR001C	-0.009336838	YGL067W	-0.027560358
YML052W	-0.009494349	YLR061W	-0.027815972
YBR058C-A	-0.009975586	YOL031C	-0.028230885
YAR018C	-0.01051955	YDR287W	-0.028644115
YHR105W	-0.010829279	YPL105C	-0.029193992
YDL046W	-0.010918456	YGL065C	-0.029279145
YHR007C	-0.011074323	YDL175C	-0.029312655
YGL224C	-0.012011286	YJR129C	-0.029354299
YGR028W	-0.012049749	YIL041W	-0.029794437
YHR166C	-0.012390806	YDR088C	-0.02993539
YFL001W	-0.012967383	YPR045C	-0.03002429
YML082W	-0.0132132	YKL068W	-0.030902566
YNL295W	-0.013260618	YLR006C	-0.030996473
YGR135W	-0.013264406	YNL191W	-0.031728306
YDL018C	-0.013301647	YKR087C	-0.032275222
YLR250W	-0.0133374	YHR075C	-0.032682686
YDR153C	-0.013750311	YNL149C	-0.032749837
YEL012W	-0.013876199	YKL021C	-0.033108127
YOR288C	-0.014300765	YDR163W	-0.033404917
YER019C-A	-0.014314156	YHR122W	-0.033425792
YDR472W	-0.014719042	YDR318W	-0.033427542
YMR194C-B	-0.01477048	YJL217W	-0.033801313
YML032C	-0.014797957	YDR270W	-0.033884206
YKR016W	-0.015124652	YKR060W	-0.034042709
YHL019C	-0.01520994	YGR142W	-0.034767309
YOL065C	-0.0153099	YBR233W	-0.034938704
YMR004W	-0.015680099	YFL034C-B	-0.035647925
YOR265W	-0.015719858	YBR071W	-0.035934426
YPL212C	-0.016015421	YDL235C	-0.036343818
YGL226W	-0.016320452	YER012W	-0.036597654
YDR248C	-0.016528122	YDR243C	-0.036919684
YKL173W	-0.016775819	YGL160W	-0.037446861
YCL050C	-0.016952897	YFR002W	-0.037645743
YDR531W	-0.017243076	YIL016W	-0.037693872
YNL177C	-0.017593484	YDR392W	-0.037976983
YMR156C	-0.017772621	YHR057C	-0.038178509
YNL316C	-0.0177787	YMR149W	-0.038548636
YOR012W	-0.017894339	YIL017C	-0.039107259
YBR123C	-0.018031731	YER159C	-0.039670514
YPL100W	-0.019113358	YJR042W	-0.039794603
YDL173W	-0.019135396	YDR081C	-0.041175928
YLR262C	-0.019773918	YNR029C	-0.041755631
YGR185C	-0.019860412	YHR187W	-0.042340115
YMR286W	-0.019933471	YPR035W	-0.043725524
YGL194C-A	-0.020207754	YHR138C	-0.043926529
YPR040W	-0.020243726	YGL100W	-0.044255236
YOR152C	-0.020597312	YLR253W	-0.044363803
YER055C	-0.020786971	YLR326W	-0.044527829
YER139C	-0.021883364	YOR230W	-0.044893171
YLR148W	-0.022302057	YKR088C	-0.04494635
YBL030C	-0.022384664	YOR374W	-0.045797773
YBR142W	-0.022488758	YPR179C	-0.046028639
YIL106W	-0.022619548	YER149C	-0.047097923
YBR245C	-0.022628609	YOR311C	-0.047359833
YIL020C	-0.022686529	YGR101W	-0.047428793
YMR021C	-0.022995309	YNL177C	-0.04772992
YNR040W	-0.023564523	YCR059C	-0.047876399
YKL012W	-0.023825731	YJR102C	-0.047930312
YNL123W	-0.024162158	YHR166C	-0.048528129
YDR062W	-0.024616004	YNL084C	-0.048636681
YMR061W	-0.024634684	YOR018W	-0.048876257
YFR008W	-0.02472752	YDR329C	-0.04905048
YGL155W	-0.024834482	YHR084W	-0.049548677
YKR077W	-0.026129768	YFL028C	-0.049580734
YKR065C	-0.026888514	YHL039W	-0.049886109
YHL029C	-0.026951169	YDR178W	-0.050350214
YDR219C	-0.027114242	YGR268C	-0.051439074
YLL009C	-0.02755999	YMR263W	-0.052141272
YFR041C	-0.027908254	YOL036W	-0.05273387
YJL165C	-0.028087066	YKR026C	-0.053107022
YLL023C	-0.028716539	YMR096W	-0.053614803
YLR049C	-0.029040617	YGR197C	-0.053830315
YBR193C	-0.029469175	YDR068W	-0.0544053
YNL037C	-0.029888322	YKL152C	-0.05495288
YGL133W	-0.029933824	YDR236C	-0.055868201
YHL004W	-0.029987258	YLR059C	-0.055953908
YGL106W	-0.030128924	YDL053C	-0.056124448
YKL150W	-0.030400484	YNL173C	-0.056184653
YBR286W	-0.030985224	YML081C-A	-0.05623191
YGL139W	-0.031148089	YDR375C	-0.056328178
YIL023C	-0.0311805	YOR358W	-0.056682035
YDR064W	-0.031195941	YGL023C	-0.057355176
YMR235C	-0.031790593	YPR043W	-0.05777012
YBR143C	-0.031860056	YOR056C	-0.057836934
YDR080W	-0.032196269	YGR099W	-0.058281539
YPL010W	-0.032235979	YGR275W	-0.05837469
YNL010W	-0.032728205	YBR161W	-0.05852048
YOR354C	-0.033109711	YOR252W	-0.058681656
YKL100C	-0.033142524	YLL038C	-0.058684896
YGR267C	-0.0334926	YLL002W	-0.060188624
YGL095C	-0.034449072	YLR288C	-0.061817742
YPL061W	-0.034559233	YGR143W	-0.061950858
YER141W	-0.034572071	YDR035W	-0.062390578
YFR007W	-0.034814652	YPR084W	-0.062623564
YLR066W	-0.035398293	YLR117C	-0.062852656
YHR162W	-0.035407356	YPL018W	-0.062931718
YOR374W	-0.035544125	YBL050W	-0.063255046
YJR113C	-0.035925573	YGL166W	-0.063261688
YLR406C	-0.036296222	YLR392C	-0.063679285
YJL097W	-0.036633875	YCR004C	-0.064093098
YKL006C-A	-0.036910515	YDR177W	-0.064238376
YBR036C	-0.037322698	YDR331W	-0.064343219
YLL018C	-0.037670216	YLR102C	-0.065265913
YKR051W	-0.038696934	YML060W	-0.065479307
YBR039W	-0.039331345	YOR126C	-0.065916168
YFR006W	-0.039342571	YPL076W	-0.06601893
YLR361C	-0.039621815	YOR346W	-0.066163722
YML130C	-0.040174945	YKR052C	-0.0671594
YPR163C	-0.040343989	YGL035C	-0.067737458
YBL010C	-0.040675261	YIL021W	-0.067995039
YGR281W	-0.041007626	YJL081C	-0.068008205
YMR307W	-0.04137893	YML028W	-0.068212634
YPL067C	-0.041837716	YMR139W	-0.068460048
YER044C	-0.041987381	YML125C	-0.06863146
YMR309C	-0.042039771	YBL090W	-0.069665868
YBR210W	-0.04204886	YKL042W	-0.070087454
YOL159C-A	-0.042259982	YPL069C	-0.070533607
YPL022W	-0.042524096	YPR171W	-0.071477281
YDR107C	-0.042913426	YOR354C	-0.07249158
YKR014C	-0.043677805	YJL140W	-0.07252165
YOR061W	-0.04372541	YDR322W	-0.072582405
YGL107C	-0.043812034	YMR192W	-0.073044703
YCR060W	-0.04398221	YPL045W	-0.074262598
YOR201C	-0.044020081	YGR028W	-0.074470433
YHR063C	-0.044036831	YOL059W	-0.074552132
YEL013W	-0.044083417	YLR075W	-0.074856337
YMR098C	-0.044483648	YMR294W	-0.07494949
YDR192C	-0.044537602	YPR113W	-0.075249171
YPL122C	-0.04455752	YNL005C	-0.075559721
YNL082W	-0.044913323	YOR303W	-0.075646454
YJL162C	-0.045264484	YDL179W	-0.075757986
YCL030C	-0.045527726	YPR173C	-0.075959119
YOL032W	-0.045741411	YDR295C	-0.076103234
YPL226W	-0.04621193	YDR389W	-0.076302199
YGL213C	-0.046448276	YCR054C	-0.07675135
YPR190C	-0.046801753	YKR063C	-0.076874344
YOR280C	-0.04712577	YDL091C	-0.077066322
YDR168W	-0.047344759	YPL266W	-0.07749879
YDL125C	-0.047387875	YML046W	-0.078073546
YDL056W	-0.047588237	YER112W	-0.078715944
YDR056C	-0.047620725	YHL038C	-0.079062859
YIR002C	-0.047733889	YDR064W	-0.080063166
YBR166C	-0.047809226	YPR107C	-0.081216348
YGR124W	-0.048125173	YPL144W	-0.081505111
YER133W	-0.048502449	YOL143C	-0.081521883
YGR284C	-0.048827659	YOR322C	-0.082090228
YBR179C	-0.048971525	YOL065C	-0.082342668
YPL233W	-0.04900977	YGR282C	-0.082384889
YDR430C	-0.049581471	YDR226W	-0.082493721
YHR028C	-0.049745459	YDR351W	-0.082814042
YGL126W	-0.050241822	YHR101C	-0.082866728
YPL228W	-0.050514355	YLR069C	-0.082871801
YGR027C	-0.051588817	YOL116W	-0.083225506
YHR078W	-0.051663556	YCL044C	-0.083271858
YPL117C	-0.051792419	YBR231C	-0.083766005
YJL146W	-0.052202895	YER127W	-0.084307207
YER143W	-0.052439088	YDR404C	-0.085254452
YMR300C	-0.052580305	YER161C	-0.085873735
YKL194C	-0.053644576	YGR132C	-0.085990166
YIL038C	-0.054041138	YPL128C	-0.086006305
YMR288W	-0.054062712	YGR072W	-0.086101075
YDR129C	-0.054440672	YJL101C	-0.08619294
YIL161W	-0.054552081	YNL185C	-0.086401253
YOR219C	-0.054980656	YBR290W	-0.086619996
YNL118C	-0.055110799	YGL223C	-0.086815283
YDR414C	-0.055559945	YNL116W	-0.086926257
YGR266W	-0.05576401	YDL012C	-0.087887065
YJR050W	-0.056041173	YHR168W	-0.088074521
YIL084C	-0.056199514	YLR441C	-0.088080587
YPL069C	-0.056438778	YDL046W	-0.088136801
YPR171W	-0.056669358	YOR131C	-0.088391078
YDR081C	-0.056884642	YML110C	-0.088874865
YNL256W	-0.05708714	YDR530C	-0.088909205
YIR011C	-0.057248759	YNL281W	-0.089372489
YOR250C	-0.057413408	YDR113C	-0.089793538
YPL111W	-0.057949459	YBR192W	-0.089795087
YGR019W	-0.057961824	YGR106C	-0.091177805
YER021W	-0.058271959	YBR006W	-0.093494138
YOR189W	-0.058481499	YGR267C	-0.093808271
YML123C	-0.058496493	YMR003W	-0.094386651
YDL075W	-0.059028949	YER107C	-0.094517908
YMR272C	-0.059045815	YNL073W	-0.094728016
YFL046W	-0.059217156	YIL078W	-0.094890971
YDL088C	-0.059349314	YAL053W	-0.09543577
YGR071C	-0.059975602	YPR124W	-0.095550608
YOR104W	-0.060064724	YDR486C	-0.09591584
YMR039C	-0.060126843	YJR049C	-0.095988087
YDR059C	-0.060177437	YDR414C	-0.096127738
YPL208W	-0.060185846	YBR103W	-0.096509474
YER148W	-0.060261053	YDL064W	-0.096613839
YJL053W	-0.061028191	YOR087W	-0.098745609
YCR004C	-0.061135244	YML036W	-0.09901256
YNR001C	-0.061340571	YJL155C	-0.099906368
YBL086C	-0.061351173	YPL086C	-0.100824155
YDR451C	-0.061427244	YMR015C	-0.101508606
YMR044W	-0.061533663	YNL035C	-0.101730019
YML021C	-0.061964084	YOR046C	-0.102453153
YOL125W	-0.062068346	YDR110W	-0.102715008
YIL090W	-0.06270571	YBR065C	-0.102867035
YBR071W	-0.062738176	YOL027C	-0.103408624
YMR185W	-0.062848863	YEL012W	-0.103724459
YBR281C	-0.063112025	YIL020C	-0.104177785
YNL264C	-0.063567779	YCR008W	-0.104256539
YBR038W	-0.064032949	YER182W	-0.105388296
YBR216C	-0.064038741	YCR044C	-0.105583271
YIL008W	-0.06416226	YCL050C	-0.10609659
YAL027W	-0.064784051	YML111W	-0.10669218
YOR346W	-0.065279869	YML016C	-0.107426843
YPR179C	-0.065287691	YKL020C	-0.107505553
YDL093W	-0.066099236	YEL027W	-0.10775894
YOR209C	-0.066189605	YPR154W	-0.108414495
YKL007W	-0.066485822	YOL135C	-0.108521617
YCR002C	-0.06651781	YMR168C	-0.109078765
YGL204C	-0.066529768	YNR018W	-0.109858566
YPR066W	-0.066978393	YKL198C	-0.110053071
YNL158W	-0.067144573	YKL155C	-0.110158331
YGL127C	-0.067260785	YGR155W	-0.110171751
YOL092W	-0.067380984	YLR442C	-0.110438021
YOL033W	-0.067476223	YBR265W	-0.111391722
YOL086C	-0.068229256	YER140W	-0.111690607
YBR025C	-0.068689529	YIR004W	-0.112233751
YLR362W	-0.068738105	YNL180C	-0.112251877
YOR212W	-0.069082995	YOR070C	-0.112434019
YOR323C	-0.069208974	YJL053W	-0.112687079
YJL192C	-0.069564867	YLR050C	-0.113100754
YJR012C	-0.070459384	YJL204C	-0.113384869
YCR023C	-0.070985578	YPL224C	-0.113400122
YBL035C	-0.071089104	YIL087C	-0.113647298
YDR423C	-0.07114174	YBR175W	-0.113666959
YHR195W	-0.071620871	YER073W	-0.114026154
YDR238C	-0.071786758	YKL012W	-0.114169654
YGL223C	-0.072041732	YAR002W	-0.114716525
YKL190W	-0.072220165	YHR179W	-0.115517971
YOL111C	-0.072457226	YDR023W	-0.115579128
YPL214C	-0.072750858	YKR062W	-0.115824159
YDR226W	-0.072768769	YLR360W	-0.116393787
YDL111C	-0.072841598	YKL027W	-0.117530513
YOR083W	-0.072861939	YEL001C	-0.117698142
YLR275W	-0.073472788	YDL065C	-0.117890303
YOR141C	-0.073628263	YHR018C	-0.119412777
YHR133C	-0.074416154	YMR264W	-0.119507085
YDR282C	-0.074434902	YLR323C	-0.119573941
YIL022W	-0.074700328	YBL103C	-0.119689369
YNR011C	-0.075236276	YLL028W	-0.120359036
YPR138C	-0.075533198	YLR436C	-0.120787074
YJR074W	-0.075580861	YKL193C	-0.120881735
YGR112W	-0.075581341	YPL267W	-0.12135499
YPL118W	-0.075792245	YKL015W	-0.121813256
YNL116W	-0.075876731	YCR047C	-0.122466197
YPL105C	-0.076177323	YKL059C	-0.122862647
YDL122W	-0.076405414	YIL077C	-0.122910751
YMR222C	-0.076761095	YML071C	-0.12312837
YHR111W	-0.07678412	YPL067C	-0.123413578
YAL032C	-0.077115687	YOL056W	-0.123604698
YNL005C	-0.077428353	YOL062C	-0.124051203
YDL042C	-0.077678798	YKL185W	-0.126811943
YNL281W	-0.077857247	YCR046C	-0.127706154
YOR239W	-0.078108757	YNL176C	-0.12774321
YKL077W	-0.078134338	YKL164C	-0.127899873
YER174C	-0.078556597	YJR136C	-0.128868006
YKR026C	-0.078982423	YNL265C	-0.129380211
YER100W	-0.080458099	YGL164C	-0.129495236
YKL116C	-0.080478112	YHR123W	-0.129596147
YGL105W	-0.080564185	YGR111W	-0.129659372
YOR269W	-0.080657256	YOL032W	-0.130351149
YGR046W	-0.080732342	YBL059C-A	-0.130488307
YBR146W	-0.081561729	YHR198C	-0.130750558
YEL016C	-0.081748831	YGR251W	-0.130952631
YHR050W	-0.08177519	YGR255C	-0.131272229
YPR113W	-0.081877942	YDR346C	-0.132209562
YKL168C	-0.08201518	YKL069W	-0.13235804
YKL082C	-0.082217574	YGR276C	-0.132428349
YJL110C	-0.082404149	YOL019W	-0.132567609
YDL234C	-0.082409157	YLR033W	-0.133031289
YIL009C-A	-0.082468266	YGL094C	-0.133060974
YDR372C	-0.083083241	YGL091C	-0.133125789
YDR481C	-0.083308776	YNL126W	-0.133141169
YDL020C	-0.083479441	YKR029C	-0.133222885
YML017W	-0.083729267	YGR083C	-0.133360897
YJR143C	-0.084249135	YDL116W	-0.133477397
YLR085C	-0.084997542	YEL017W	-0.133607652
